LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,prediction,timestamp
2400,18000.0,,HomeImp,Mgr,22.0,,2.0,121.73333333,0.0,10.0,,0.9914389262629185,2025-12-16 14:00:50.741384
2400,,17180.0,HomeImp,Other,,0.0,0.0,14.566666667,3.0,4.0,,0.9979226199061847,2025-12-16 14:00:50.741384
2400,34863.0,47471.0,HomeImp,Mgr,12.0,0.0,0.0,70.491080032,1.0,21.0,38.263600731,0.23132448809699108,2025-12-16 14:00:50.741384
2400,98449.0,117195.0,HomeImp,Office,4.0,0.0,0.0,93.811774855,0.0,13.0,29.681827045,0.003648850628112296,2025-12-16 14:00:50.741384
2800,4000.0,60850.0,HomeImp,Other,16.0,4.0,0.0,112.63333333,2.0,9.0,,0.9798219203664619,2025-12-16 14:00:50.741384
2900,103949.0,112505.0,HomeImp,Office,1.0,0.0,0.0,96.10232967,0.0,13.0,30.051136286,0.003548973342769097,2025-12-16 14:00:50.741384
2900,104373.0,120702.0,HomeImp,Office,2.0,0.0,0.0,101.54029753,0.0,13.0,29.915859028,0.0033445833797511823,2025-12-16 14:00:50.741384
2900,7750.0,67996.0,HomeImp,Other,16.0,3.0,0.0,122.20466276,2.0,8.0,36.211347998,0.46498921404682775,2025-12-16 14:00:50.741384
3000,104570.0,121729.0,HomeImp,Office,2.0,0.0,0.0,85.884371895,0.0,14.0,32.059783267,0.0045613117682451266,2025-12-16 14:00:50.741384
3000,7000.0,20300.0,HomeImp,Other,3.0,0.0,0.0,50.8,5.0,9.0,,0.9943030114384603,2025-12-16 14:00:50.741384
3000,,8800.0,HomeImp,Other,2.0,0.0,1.0,77.766666667,0.0,3.0,,0.9995188357470078,2025-12-16 14:00:50.741384
3000,,33000.0,HomeImp,Other,1.0,0.0,1.0,23.3,1.0,2.0,,0.9997025375494518,2025-12-16 14:00:50.741384
3000,,14500.0,HomeImp,Other,3.0,0.0,0.0,9.3,14.0,2.0,,0.9975423894595014,2025-12-16 14:00:50.741384
3000,,14100.0,HomeImp,Other,1.0,0.0,0.0,104.2,0.0,19.0,,0.9703491794105639,2025-12-16 14:00:50.741384
3000,34542.0,45900.0,HomeImp,Mgr,8.5,0.0,2.0,62.366666667,0.0,10.0,,0.9676578476054544,2025-12-16 14:00:50.741384
3200,48603.0,61000.0,HomeImp,ProfExe,28.0,0.0,4.0,122.03333333,1.0,25.0,,0.7645349095675772,2025-12-16 14:00:50.741384
3200,54000.0,64850.0,HomeImp,Other,1.0,0.0,0.0,121.86666667,3.0,21.0,,0.8909069532120304,2025-12-16 14:00:50.741384
3200,23159.0,,HomeImp,Mgr,20.0,,2.0,117.80574784,0.0,9.0,0.5244992154,0.9829152777931107,2025-12-16 14:00:50.741384
3500,19400.0,20494.0,HomeImp,Other,5.0,0.0,0.0,95.933333333,0.0,9.0,,0.9808728682963598,2025-12-16 14:00:50.741384
3600,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.033333333,2.0,4.0,,0.943750150179793,2025-12-16 14:00:50.741384
3600,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.470452135,0.0,14.0,29.393543382,0.0015870197070977621,2025-12-16 14:00:50.741384
3600,48507.0,61000.0,DebtCon,Office,13.0,1.0,4.0,97.4,0.0,17.0,,0.9601935770949304,2025-12-16 14:00:50.741384
3900,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.277365579,0.0,13.0,29.343921089,0.0030910898574733744,2025-12-16 14:00:50.741384
3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.566666667,2.0,14.0,,0.9906326849562603,2025-12-16 14:00:50.741384
4000,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.724874167,0.0,13.0,29.390928055,0.003540190063889422,2025-12-16 14:00:50.741384
4000,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.79510387,0.0,8.0,41.286491948,0.43173702690640003,2025-12-16 14:00:50.741384
4000,17000.0,52012.0,HomeImp,ProfExe,22.0,3.0,1.0,85.333333333,1.0,9.0,,0.9818340855090288,2025-12-16 14:00:50.741384
4000,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.133333333,1.0,26.0,,0.8550827979449547,2025-12-16 14:00:50.741384
4000,5700.0,18000.0,DebtCon,Other,,0.0,0.0,12.2,0.0,17.0,,0.9731461426060418,2025-12-16 14:00:50.741384
4000,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,,0.9945064770325774,2025-12-16 14:00:50.741384
4000,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.56666667,0.0,15.0,,0.5751118482726406,2025-12-16 14:00:50.741384
4100,,19132.0,HomeImp,Other,0.0,0.0,0.0,100.77465221,0.0,19.0,33.840919904,0.49592097000866125,2025-12-16 14:00:50.741384
4100,58500.0,65000.0,HomeImp,Other,8.0,1.0,2.0,63.933333333,2.0,15.0,,0.9892327646447749,2025-12-16 14:00:50.741384
4200,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,,0.9959480317550651,2025-12-16 14:00:50.741384
4200,44000.0,55085.0,DebtCon,Unknown,6.0,,1.0,75.433333333,,16.0,,0.22669851411354028,2025-12-16 14:00:50.741384
4200,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.27866259,0.0,15.0,43.450587911,0.02800337391915424,2025-12-16 14:00:50.741384
4300,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.12070881,0.0,14.0,41.806376152,0.017765926877955012,2025-12-16 14:00:50.741384
4400,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.86105825,0.0,17.0,39.158084834,0.173588213165114,2025-12-16 14:00:50.741384
4500,66127.0,79087.0,HomeImp,Other,4.0,1.0,0.0,81.349065098,0.0,15.0,40.70530876,0.0756059373056853,2025-12-16 14:00:50.741384
4500,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110521,0.014972097637702955,2025-12-16 14:00:50.741384
4500,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.6,2.0,22.0,,0.9918929253821156,2025-12-16 14:00:50.741384
4500,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.166666667,0.0,18.0,,0.8160640830619506,2025-12-16 14:00:50.741384
4500,90000.0,105800.0,HomeImp,Other,6.0,2.0,3.0,80.1,3.0,10.0,,0.9918629270468396,2025-12-16 14:00:50.741384
4700,53918.0,59511.0,DebtCon,Unknown,6.0,,0.0,54.13647743,,15.0,34.416507811,0.0004312418483465323,2025-12-16 14:00:50.741384
4700,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,,0.8283003127720591,2025-12-16 14:00:50.741384
4700,26900.0,45000.0,HomeImp,ProfExe,9.0,1.0,2.0,90.466666667,1.0,16.0,,0.9947247288624345,2025-12-16 14:00:50.741384
4900,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.74676644,0.0,8.0,33.243156978,0.8943688148375849,2025-12-16 14:00:50.741384
4900,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.57341888,0.0,15.0,41.673996362,0.012119326462575197,2025-12-16 14:00:50.741384
4900,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,,0.8338368470126704,2025-12-16 14:00:50.741384
4900,65576.0,65774.0,HomeImp,Other,6.0,1.0,2.0,61.64250608,1.0,14.0,40.590910018,0.45803310060707214,2025-12-16 14:00:50.741384
5000,47479.0,61690.0,DebtCon,Unknown,5.0,,0.0,65.032969007,,16.0,36.699414922,0.0005217463042921526,2025-12-16 14:00:50.741384
5000,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,0.012322450994690762,2025-12-16 14:00:50.741384
5000,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.7,1.0,5.0,,0.9750758442820606,2025-12-16 14:00:50.741384
5000,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.766666667,2.0,8.0,,0.8970598691264503,2025-12-16 14:00:50.741384
5000,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.866666667,0.0,16.0,,0.5871844873266797,2025-12-16 14:00:50.741384
5000,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,,0.10289694562864979,2025-12-16 14:00:50.741384
5000,,132000.0,HomeImp,Other,17.5,0.0,2.0,121.9,0.0,14.0,,0.9885468513891766,2025-12-16 14:00:50.741384
5000,,9100.0,HomeImp,Other,1.0,0.0,0.0,54.733333333,2.0,8.0,,0.9957460017416095,2025-12-16 14:00:50.741384
5000,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,,0.8835232039102795,2025-12-16 14:00:50.741384
5000,,71277.0,HomeImp,Other,10.0,0.0,0.0,72.433333333,1.0,12.0,,0.7471669153203111,2025-12-16 14:00:50.741384
5000,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.7,1.0,3.0,,0.9925889728567407,2025-12-16 14:00:50.741384
5000,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.633333333,3.0,9.0,,0.9941044032129432,2025-12-16 14:00:50.741384
5000,,65400.0,HomeImp,Office,1.5,0.0,0.0,51.766666667,0.0,4.0,,0.7568987182397031,2025-12-16 14:00:50.741384
5000,,37500.0,HomeImp,Other,,0.0,3.0,107.13333333,10.0,5.0,,0.9996085645262651,2025-12-16 14:00:50.741384
5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.766666667,3.0,14.0,,0.17319777390799188,2025-12-16 14:00:50.741384
5000,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.76666667,5.0,28.0,,0.9949027148894322,2025-12-16 14:00:50.741384
5000,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.133333333,0.0,13.0,,0.6668392948673821,2025-12-16 14:00:50.741384
5000,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,,0.5730726593125992,2025-12-16 14:00:50.741384
5000,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.67506316,2.0,10.0,37.512708409,0.007917873525303345,2025-12-16 14:00:50.741384
5000,51209.0,55320.0,DebtCon,Unknown,5.0,,1.0,69.107465597,,15.0,35.025072968,0.003812700072758696,2025-12-16 14:00:50.741384
5100,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,,0.7977177065315495,2025-12-16 14:00:50.741384
5100,9900.0,30451.0,HomeImp,Other,11.0,0.0,0.0,21.2,0.0,2.0,,0.9787930827562514,2025-12-16 14:00:50.741384
5100,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.233333333,2.0,13.0,,0.9969293861320795,2025-12-16 14:00:50.741384
5100,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.0759726,2.0,9.0,36.401729548,0.004900688212273701,2025-12-16 14:00:50.741384
5100,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.07259081,0.0,15.0,43.290139816,0.03072923990064921,2025-12-16 14:00:50.741384
5200,67000.0,77000.0,HomeImp,Other,9.0,0.0,1.0,119.7,0.0,25.0,,0.8408454352079965,2025-12-16 14:00:50.741384
5200,19000.0,26000.0,DebtCon,Other,0.0,1.0,0.0,17.2,10.0,7.0,,0.9915236110812887,2025-12-16 14:00:50.741384
5200,,9500.0,DebtCon,Other,1.0,0.0,1.0,81.1,1.0,2.0,,0.9995605194174286,2025-12-16 14:00:50.741384
5300,51000.0,64000.0,HomeImp,Mgr,10.0,1.0,0.0,98.333333333,0.0,12.0,,0.5171497061609989,2025-12-16 14:00:50.741384
5300,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.93390789,1.0,11.0,35.8385427,0.0011574894835784768,2025-12-16 14:00:50.741384
5400,53429.0,64505.0,DebtCon,Unknown,5.0,,0.0,69.542430107,,16.0,36.480236299,0.0004336780040725987,2025-12-16 14:00:50.741384
5400,,65474.0,HomeImp,Office,1.0,0.0,0.0,40.709849004,0.0,4.0,37.848771035,0.08301981990350166,2025-12-16 14:00:50.741384
5400,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,,0.06832241295078911,2025-12-16 14:00:50.741384
5400,78300.0,88000.0,HomeImp,ProfExe,8.0,0.0,0.0,102.5,3.0,19.0,,0.2912160449461024,2025-12-16 14:00:50.741384
5400,48152.0,55760.0,DebtCon,Unknown,6.0,,0.0,78.452125766,,16.0,35.763637997,0.000475650811620792,2025-12-16 14:00:50.741384
5500,70481.0,82446.0,HomeImp,Other,8.0,0.0,1.0,116.59197688,0.0,24.0,37.612682724,0.046893364118662184,2025-12-16 14:00:50.741384
5500,87765.0,101053.0,DebtCon,ProfExe,22.0,0.0,0.0,55.558049044,2.0,13.0,31.375542416,0.002176258031377976,2025-12-16 14:00:50.741384
5500,,12972.0,HomeImp,Other,1.0,0.0,1.0,82.294266354,0.0,2.0,36.986744097,0.988445362500075,2025-12-16 14:00:50.741384
5500,37368.0,48502.0,HomeImp,Mgr,9.0,0.0,2.0,48.995845002,0.0,10.0,33.126483967,0.44333462571161936,2025-12-16 14:00:50.741384
5500,,66251.0,HomeImp,Office,1.0,0.0,0.0,43.722336946,0.0,3.0,41.452043532,0.10084454610727732,2025-12-16 14:00:50.741384
5600,76407.0,77485.0,HomeImp,Other,9.0,0.0,0.0,91.683770634,0.0,24.0,37.773350976,0.014157889234866624,2025-12-16 14:00:50.741384
5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.49959288,0.0,12.0,38.750562668,0.0004928220427805208,2025-12-16 14:00:50.741384
5700,,68591.0,HomeImp,Office,0.0,0.0,0.0,69.645660473,0.0,4.0,41.185039558,0.07029753610347227,2025-12-16 14:00:50.741384
5700,26927.0,35461.0,DebtCon,Other,0.0,1.0,0.0,21.799352154,10.0,6.0,29.439664242,0.9081623336715918,2025-12-16 14:00:50.741384
5700,70000.0,84579.0,DebtCon,Sales,0.1,0.0,0.0,95.9,1.0,17.0,,0.15630010128197006,2025-12-16 14:00:50.741384
5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0.0,0.0,104.4,0.0,14.0,,0.07599414663451554,2025-12-16 14:00:50.741384
5700,77213.0,92661.0,DebtCon,Sales,0.0,0.0,0.0,97.133170952,1.0,16.0,41.777888631,0.0015061658169327574,2025-12-16 14:00:50.741384
5700,62319.0,82923.0,HomeImp,Other,4.0,0.0,0.0,117.6739652,0.0,15.0,42.464866285,0.0188327704609804,2025-12-16 14:00:50.741384
5700,71556.0,79538.0,HomeImp,Other,2.0,0.0,0.0,92.643084556,0.0,15.0,41.21001247,0.013319084906289363,2025-12-16 14:00:50.741384
5700,28116.0,33450.0,DebtCon,Other,0.0,1.0,0.0,15.396587392,9.0,7.0,30.017013296,0.9073380227302124,2025-12-16 14:00:50.741384
5700,,69172.0,HomeImp,Office,1.0,0.0,0.0,48.853667057,0.0,3.0,38.773685963,0.11833239988338279,2025-12-16 14:00:50.741384
5800,27791.0,46833.0,DebtCon,Mgr,3.0,0.0,0.0,83.289062746,1.0,13.0,30.187805389,0.2698736781135331,2025-12-16 14:00:50.741384
5800,,73804.0,HomeImp,Office,1.0,0.0,0.0,71.766557161,0.0,4.0,41.287423388,0.05734069443064856,2025-12-16 14:00:50.741384
5800,46595.0,58191.0,HomeImp,Other,5.0,0.0,0.0,80.131746414,0.0,17.0,24.140153667,0.041992642281366,2025-12-16 14:00:50.741384
5900,,28000.0,DebtCon,Self,1.0,2.0,1.0,36.766666667,1.0,8.0,,0.9967529253359918,2025-12-16 14:00:50.741384
5900,70973.0,77989.0,HomeImp,Other,7.0,0.0,0.0,120.37941429,0.0,24.0,41.442500462,0.01159566566668553,2025-12-16 14:00:50.741384
5900,74187.0,78976.0,HomeImp,Other,9.0,0.0,1.0,118.44249103,0.0,24.0,40.110407425,0.04536945118119717,2025-12-16 14:00:50.741384
6000,24600.0,30500.0,HomeImp,Other,4.5,0.0,1.0,116.1,8.0,34.0,,0.9819539120207057,2025-12-16 14:00:50.741384
6000,65000.0,94355.0,Unknown,Other,26.0,1.0,3.0,69.3,1.0,34.0,,0.9869605862467994,2025-12-16 14:00:50.741384
6000,,,HomeImp,Office,13.0,,2.0,122.76666667,,23.0,,0.986865551976015,2025-12-16 14:00:50.741384
6000,42000.0,58305.0,DebtCon,Other,19.0,0.0,0.0,90.0,2.0,13.0,,0.7325535419978514,2025-12-16 14:00:50.741384
6000,32446.0,54904.0,HomeImp,Other,2.0,0.0,0.0,51.733333333,1.0,9.0,,0.9356852351490874,2025-12-16 14:00:50.741384
6000,22859.0,32200.0,DebtCon,Other,4.0,0.0,0.0,83.333333333,3.0,20.0,,0.9670751095310326,2025-12-16 14:00:50.741384
6000,43000.0,57460.0,HomeImp,Other,1.6,1.0,,101.5,,13.0,,0.8201110961551522,2025-12-16 14:00:50.741384
6000,53500.0,64790.0,DebtCon,Other,0.1,0.0,2.0,105.4,3.0,18.0,,0.9586187819872397,2025-12-16 14:00:50.741384
6000,53227.0,68700.0,HomeImp,Mgr,3.0,0.0,2.0,122.73333333,0.0,23.0,,0.5613573533455539,2025-12-16 14:00:50.741384
6000,,43300.0,HomeImp,Other,,,,100.93333333,,9.0,,0.7474817895318838,2025-12-16 14:00:50.741384
6000,40000.0,54600.0,HomeImp,ProfExe,4.0,0.0,4.0,101.4,0.0,19.0,,0.9457035755500888,2025-12-16 14:00:50.741384
6000,18793.0,27750.0,HomeImp,Mgr,6.0,0.0,3.0,119.7,0.0,8.0,,0.9943383456683018,2025-12-16 14:00:50.741384
6000,179397.0,200000.0,DebtCon,ProfExe,5.0,6.0,0.0,90.3,6.0,29.0,,0.984504584811853,2025-12-16 14:00:50.741384
6100,48500.0,62500.0,DebtCon,Mgr,7.0,,4.0,111.3,2.0,11.0,,0.9013732807039547,2025-12-16 14:00:50.741384
6100,47604.0,54966.0,HomeImp,Other,5.0,0.0,0.0,70.69532973,0.0,18.0,24.76674453,0.10217489239710217,2025-12-16 14:00:50.741384
6200,75657.0,84368.0,DebtCon,Sales,4.0,0.0,0.0,122.24494502,0.0,30.0,32.552543335,0.0026337757706288,2025-12-16 14:00:50.741384
6200,46601.0,59486.0,HomeImp,Other,5.0,0.0,0.0,84.63211066,0.0,18.0,25.35001036,0.042862293367638214,2025-12-16 14:00:50.741384
6200,,,DebtCon,Self,3.0,,,80.5,2.0,17.0,,0.9449430589897658,2025-12-16 14:00:50.741384
6200,45787.0,64854.0,DebtCon,Unknown,4.0,,1.0,63.117023228,,16.0,36.538747338,0.003421787178973457,2025-12-16 14:00:50.741384
6200,45564.0,61956.0,HomeImp,Other,2.0,0.0,,101.16706032,,13.0,38.675140153,0.019356530384709983,2025-12-16 14:00:50.741384
6300,,72890.0,HomeImp,Office,1.0,0.0,0.0,41.250113587,0.0,3.0,39.198068218,0.09335395616517386,2025-12-16 14:00:50.741384
6300,44226.0,57779.0,DebtCon,Unknown,7.0,,0.0,63.626413251,,16.0,33.111829109,0.0005094536694919723,2025-12-16 14:00:50.741384
6300,59793.0,98314.0,DebtCon,Self,2.2,0.0,0.0,120.73333333,0.0,8.0,,0.13549784446546156,2025-12-16 14:00:50.741384
6300,65875.0,76000.0,DebtCon,Mgr,0.8,2.0,0.0,84.0,1.0,12.0,,0.7901532003202184,2025-12-16 14:00:50.741384
6300,49498.0,64296.0,DebtCon,Mgr,6.0,,4.0,111.20651324,1.0,10.0,38.577131937,0.025286342387786813,2025-12-16 14:00:50.741384
6300,26655.0,29792.0,DebtCon,Other,1.0,1.0,0.0,12.759267447,10.0,6.0,28.36185178,0.9493971654250394,2025-12-16 14:00:50.741384
6400,47251.0,58157.0,HomeImp,Other,0.0,0.0,,104.79246836,,13.0,36.416886965,0.029308857094263212,2025-12-16 14:00:50.741384
6400,76732.0,78084.0,HomeImp,Other,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318,0.013298382776877973,2025-12-16 14:00:50.741384
6400,44968.0,62747.0,HomeImp,Other,0.0,1.0,,101.39144532,,12.0,36.602947343,0.05836009307967042,2025-12-16 14:00:50.741384
6400,28041.0,33438.0,DebtCon,Other,1.0,1.0,0.0,10.42564285,10.0,6.0,29.753700283,0.953490642225575,2025-12-16 14:00:50.741384
6500,13600.0,,HomeImp,Other,14.0,2.0,5.0,115.36666667,1.0,16.0,,0.9997439032636719,2025-12-16 14:00:50.741384
6500,48000.0,61000.0,DebtCon,Other,1.0,1.0,0.0,97.299756098,6.0,38.0,,0.8255521576479987,2025-12-16 14:00:50.741384
6500,22789.0,35836.0,HomeImp,Office,1.0,0.0,0.0,110.56666667,2.0,30.0,,0.9359063343288703,2025-12-16 14:00:50.741384
6500,60000.0,70000.0,DebtCon,ProfExe,9.0,0.0,0.0,54.766666667,2.0,24.0,,0.23370680146371078,2025-12-16 14:00:50.741384
6500,183860.0,208910.0,DebtCon,ProfExe,4.0,6.0,0.0,86.452226941,6.0,29.0,69.8005248,0.9821892677476299,2025-12-16 14:00:50.741384
6500,58689.0,72557.0,DebtCon,Other,0.0,0.0,1.0,94.00805286,2.0,18.0,34.898413066,0.22675091396666958,2025-12-16 14:00:50.741384
6600,68733.0,81973.0,HomeImp,Other,5.0,0.0,0.0,96.977667199,0.0,14.0,42.211046784,0.024990084347720036,2025-12-16 14:00:50.741384
6600,95450.0,112630.0,HomeImp,Office,23.0,0.0,0.0,122.81558408,0.0,12.0,36.773458722,0.0006993029270730549,2025-12-16 14:00:50.741384
6700,55113.0,56486.0,HomeImp,Other,4.0,0.0,0.0,84.417030462,0.0,17.0,23.642853829,0.058098382063765976,2025-12-16 14:00:50.741384
6700,49367.0,59609.0,HomeImp,Other,6.0,0.0,0.0,99.303700784,0.0,17.0,25.231366381,0.03650828195231256,2025-12-16 14:00:50.741384
6700,48430.0,64358.0,HomeImp,Other,0.0,1.0,,108.35174747,,13.0,38.894194746,0.054024941104905605,2025-12-16 14:00:50.741384
6700,29662.0,36195.0,HomeImp,Office,1.0,0.0,0.0,112.13708066,1.0,30.0,38.52863281,0.23922495326354754,2025-12-16 14:00:50.741384
6700,66587.0,70710.0,DebtCon,ProfExe,9.0,1.0,0.0,43.923382631,1.0,24.0,39.738576265,0.04605265472645315,2025-12-16 14:00:50.741384
6800,49809.0,65074.0,DebtCon,Mgr,7.0,,4.0,116.6327333,3.0,10.0,39.215028911,0.06106861024865323,2025-12-16 14:00:50.741384
6800,31000.0,42000.0,DebtCon,Mgr,3.5,1.0,0.0,106.26666667,2.0,26.0,,0.9556545021184413,2025-12-16 14:00:50.741384
6800,45150.0,57150.0,DebtCon,Office,4.0,0.0,1.0,94.333333333,3.0,12.0,,0.8845137221867476,2025-12-16 14:00:50.741384
6800,,27410.0,HomeImp,Mgr,6.0,1.0,0.0,2.0333333333,1.0,5.0,,0.914510163095397,2025-12-16 14:00:50.741384
6800,,72310.0,HomeImp,Office,1.0,0.0,0.0,48.818836477,0.0,3.0,40.787393229,0.10119201027048613,2025-12-16 14:00:50.741384
6900,70717.0,87466.0,HomeImp,Other,2.0,0.0,0.0,112.58906066,0.0,15.0,41.428089899,0.011816775905559618,2025-12-16 14:00:50.741384
6900,53776.0,51952.0,HomeImp,Other,5.0,0.0,0.0,87.900118337,0.0,17.0,22.286997477,0.12946720674413428,2025-12-16 14:00:50.741384
6900,53328.0,58088.0,DebtCon,Sales,2.0,0.0,0.0,101.5319079,0.0,21.0,35.764058362,0.006104553268231599,2025-12-16 14:00:50.741384
6900,5816.0,,HomeImp,Mgr,23.0,0.0,2.0,67.8,1.0,18.0,,0.9981596855758299,2025-12-16 14:00:50.741384
6900,37055.0,83000.0,HomeImp,Sales,1.0,0.0,0.0,122.26666667,2.0,43.0,,0.7907186322585877,2025-12-16 14:00:50.741384
6900,97662.0,110046.0,HomeImp,Office,24.0,0.0,0.0,111.12339734,0.0,11.0,37.253150854,0.0006185691448136113,2025-12-16 14:00:50.741384
6900,49000.0,68280.0,DebtCon,Other,1.0,0.0,0.0,61.9,8.0,22.0,,0.6907652115333084,2025-12-16 14:00:50.741384
6900,50387.0,68443.0,DebtCon,Mgr,7.0,,3.0,105.82732904,2.0,10.0,40.717668846,0.03459678160521665,2025-12-16 14:00:50.741384
7000,,47462.0,HomeImp,Other,,,,102.6573271,,9.0,36.094071425,0.08358733159867661,2025-12-16 14:00:50.741384
7000,46238.0,66842.0,DebtCon,Office,4.0,0.0,0.0,90.380409083,3.0,11.0,36.30952679,0.01455136985084883,2025-12-16 14:00:50.741384
7000,142251.0,157250.0,HomeImp,Other,5.0,0.0,0.0,87.833333333,4.0,21.0,,0.8395803110901927,2025-12-16 14:00:50.741384
7000,58843.0,75300.0,HomeImp,Other,1.5,0.0,0.0,103.66666667,0.0,7.0,,0.8828053275780366,2025-12-16 14:00:50.741384
7000,55000.0,63000.0,HomeImp,Other,5.0,0.0,0.0,84.733333333,3.0,20.0,,0.8367358638624087,2025-12-16 14:00:50.741384
7000,138841.0,160000.0,DebtCon,Mgr,11.0,8.0,0.0,86.2,2.0,36.0,,0.9981621720513125,2025-12-16 14:00:50.741384
7000,38800.0,53500.0,HomeImp,ProfExe,15.0,0.0,0.0,96.366666667,0.0,18.0,,0.4222489015077931,2025-12-16 14:00:50.741384
7000,64300.0,119500.0,HomeImp,Other,1.0,1.0,0.0,54.833333333,0.0,8.0,,0.9423858668829811,2025-12-16 14:00:50.741384
